Junction,hour,day,month,dayofweek,cars_count,Traffic,is_weekend,rush_hour,is_holiday
1,18,24,5,1,58,1,0,0,0
1,19,24,5,1,58,1,0,0,0
1,20,24,5,1,51,1,0,0,0
1,21,24,5,1,49,1,0,0,0
1,22,24,5,1,48,1,0,0,0
1,23,24,5,1,43,1,0,0,0
1,0,25,5,2,42,1,0,0,0
1,1,25,5,2,35,1,0,0,0
1,2,25,5,2,27,1,0,0,0
1,3,25,5,2,21,1,0,0,0
1,4,25,5,2,19,0,0,0,0
1,5,25,5,2,22,1,0,0,0
1,6,25,5,2,21,1,0,0,0
1,7,25,5,2,26,1,0,0,0
1,8,25,5,2,31,1,0,0,0
1,9,25,5,2,33,1,0,0,0
1,10,25,5,2,40,1,0,1,0
1,11,25,5,2,51,1,0,0,0
1,12,25,5,2,52,1,0,1,0
1,13,25,5,2,47,1,0,0,0
1,14,25,5,2,51,1,0,1,0
1,15,25,5,2,50,1,0,0,0
1,16,25,5,2,48,1,0,1,0
1,17,25,5,2,48,1,0,1,0
1,18,25,5,2,48,1,0,0,0
1,19,25,5,2,51,1,0,0,0
1,20,25,5,2,48,1,0,0,0
1,21,25,5,2,44,1,0,0,0
1,22,25,5,2,40,1,0,0,0
1,23,25,5,2,39,1,0,0,0
1,0,26,5,3,36,1,0,0,0
1,1,26,5,3,28,1,0,0,0
1,2,26,5,3,26,1,0,0,0
1,3,26,5,3,24,1,0,0,0
1,4,26,5,3,14,0,0,0,0
1,5,26,5,3,17,0,0,0,0
1,6,26,5,3,20,0,0,0,0
1,7,26,5,3,24,1,0,0,0
1,8,26,5,3,27,1,0,0,0
1,9,26,5,3,32,1,0,0,0
1,10,26,5,3,42,1,0,1,0
1,11,26,5,3,49,1,0,0,0
1,12,26,5,3,48,1,0,1,0
1,13,26,5,3,44,1,0,0,0
1,14,26,5,3,47,1,0,1,0
1,15,26,5,3,45,1,0,0,0
1,16,26,5,3,45,1,0,1,0
1,17,26,5,3,43,1,0,1,0
1,18,26,5,3,45,1,0,0,0
1,19,26,5,3,55,1,0,0,0
1,20,26,5,3,67,1,0,0,0
1,21,26,5,3,55,1,0,0,0
1,22,26,5,3,49,1,0,0,0
1,23,26,5,3,44,1,0,0,0
1,0,27,5,4,37,1,0,0,0
1,1,27,5,4,35,1,0,0,0
1,2,27,5,4,28,1,0,0,0
1,3,27,5,4,22,1,0,0,0
1,4,27,5,4,17,0,0,0,0
1,5,27,5,4,20,0,0,0,0
1,6,27,5,4,21,1,0,0,0
1,7,27,5,4,23,1,0,0,0
1,8,27,5,4,29,1,0,0,0
1,9,27,5,4,34,1,0,0,0
1,10,27,5,4,47,1,0,1,0
1,11,27,5,4,43,1,0,0,0
1,12,27,5,4,49,1,0,1,0
1,13,27,5,4,44,1,0,0,0
1,14,27,5,4,48,1,0,1,0
1,15,27,5,4,45,1,0,0,0
1,16,27,5,4,43,1,0,1,0
1,17,27,5,4,38,1,0,1,0
1,18,27,5,4,43,1,0,0,0
1,19,27,5,4,39,1,0,0,0
1,20,27,5,4,39,1,0,0,0
1,21,27,5,4,34,1,0,0,0
1,22,27,5,4,35,1,0,0,0
1,23,27,5,4,32,1,0,0,0
1,0,28,5,5,31,1,0,0,0
1,1,28,5,5,28,1,0,0,0
1,2,28,5,5,19,0,0,0,0
1,3,28,5,5,16,0,0,0,0
1,4,28,5,5,16,0,0,0,0
1,5,28,5,5,16,0,0,0,0
1,6,28,5,5,15,0,0,0,0
1,7,28,5,5,17,0,0,0,0
1,8,28,5,5,20,0,0,0,0
1,9,28,5,5,26,1,0,0,0
1,10,28,5,5,28,1,0,1,0
1,11,28,5,5,29,1,0,0,0
1,12,28,5,5,36,1,0,1,0
1,13,28,5,5,35,1,0,0,0
1,14,28,5,5,41,1,0,1,0
1,15,28,5,5,36,1,0,0,0
1,16,28,5,5,33,1,0,1,0
1,17,28,5,5,31,1,0,1,0
1,18,28,5,5,30,1,0,0,0
1,19,28,5,5,39,1,0,0,0
1,20,28,5,5,47,1,0,0,0
1,21,28,5,5,39,1,0,0,0
1,22,28,5,5,39,1,0,0,0
1,23,28,5,5,29,1,0,0,0
1,0,29,5,6,27,1,0,0,0
1,1,29,5,6,19,0,0,0,0
1,2,29,5,6,21,1,0,0,0
1,3,29,5,6,17,0,0,0,0
1,4,29,5,6,15,0,0,0,0
1,5,29,5,6,11,0,0,0,0
1,6,29,5,6,16,0,0,0,0
1,7,29,5,6,15,0,0,0,0
1,8,29,5,6,20,0,0,0,0
1,9,29,5,6,24,1,0,0,0
1,10,29,5,6,33,1,0,1,0
1,11,29,5,6,33,1,0,0,0
1,12,29,5,6,35,1,0,1,0
1,13,29,5,6,34,1,0,0,0
1,14,29,5,6,34,1,0,1,0
1,15,29,5,6,31,1,0,0,0
1,16,29,5,6,32,1,0,1,0
1,17,29,5,6,30,1,0,1,0
1,18,29,5,6,36,1,0,0,0
1,19,29,5,6,33,1,0,0,0
1,20,29,5,6,33,1,0,0,0
1,21,29,5,6,33,1,0,0,0
1,22,29,5,6,33,1,0,0,0
1,23,29,5,6,29,1,0,0,0
1,0,30,5,0,28,1,0,0,0
1,1,30,5,0,22,1,0,0,0
1,2,30,5,0,19,0,0,0,0
1,3,30,5,0,14,0,0,0,0
1,4,30,5,0,12,0,0,0,0
1,5,30,5,0,18,0,0,0,0
1,6,30,5,0,16,0,0,0,0
1,7,30,5,0,23,1,0,0,0
1,8,30,5,0,27,1,0,0,0
1,9,30,5,0,32,1,0,0,0
1,10,30,5,0,57,1,0,1,0
1,11,30,5,0,64,1,0,0,0
1,12,30,5,0,62,1,0,1,0
1,13,30,5,0,52,1,0,0,0
1,14,30,5,0,57,1,0,1,0
1,15,30,5,0,55,1,0,0,0
1,16,30,5,0,50,1,0,1,0
1,17,30,5,0,51,1,0,1,0
1,18,30,5,0,49,1,0,0,0
1,19,30,5,0,50,1,0,0,0
1,20,30,5,0,50,1,0,0,0
1,21,30,5,0,44,1,0,0,0
1,22,30,5,0,39,1,0,0,0
1,23,30,5,0,37,1,0,0,0
1,0,31,5,1,33,1,0,0,0
1,1,31,5,1,27,1,0,0,0
1,2,31,5,1,27,1,0,0,0
1,3,31,5,1,20,0,0,0,0
1,4,31,5,1,18,0,0,0,0
1,5,31,5,1,18,0,0,0,0
1,6,31,5,1,20,0,0,0,0
1,7,31,5,1,24,1,0,0,0
1,8,31,5,1,22,1,0,0,0
1,9,31,5,1,32,1,0,0,0
1,10,31,5,1,47,1,0,1,0
1,11,31,5,1,53,1,0,0,0
1,12,31,5,1,54,1,0,1,0
1,13,31,5,1,49,1,0,0,0
1,14,31,5,1,50,1,0,1,0
1,15,31,5,1,51,1,0,0,0
1,16,31,5,1,51,1,0,1,0
1,17,31,5,1,48,1,0,1,0
1,18,31,5,1,48,1,0,0,0
1,19,31,5,1,52,1,0,0,0
1,20,31,5,1,51,1,0,0,0
1,21,31,5,1,42,1,0,0,0
1,22,31,5,1,46,1,0,0,0
1,23,31,5,1,38,1,0,0,0
1,0,1,6,2,37,1,0,0,0
1,1,1,6,2,31,1,0,0,0
1,2,1,6,2,25,1,0,0,0
1,3,1,6,2,19,0,0,0,0
1,4,1,6,2,21,1,0,0,0
1,5,1,6,2,16,0,0,0,0
1,6,1,6,2,19,0,0,0,0
1,7,1,6,2,25,1,0,0,0
1,8,1,6,2,27,1,0,0,0
1,9,1,6,2,27,1,0,0,0
1,10,1,6,2,38,1,0,1,0
1,11,1,6,2,45,1,0,0,0
1,12,1,6,2,52,1,0,1,0
1,13,1,6,2,39,1,0,0,0
1,14,1,6,2,45,1,0,1,0
1,15,1,6,2,48,1,0,0,0
1,16,1,6,2,44,1,0,1,0
1,17,1,6,2,46,1,0,1,0
1,18,1,6,2,47,1,0,0,0
1,19,1,6,2,44,1,0,0,0
1,20,1,6,2,45,1,0,0,0
1,21,1,6,2,50,1,0,0,0
1,22,1,6,2,48,1,0,0,0
1,23,1,6,2,41,1,0,0,0
1,0,2,6,3,36,1,0,0,0
1,1,2,6,3,28,1,0,0,0
1,2,2,6,3,27,1,0,0,0
1,3,2,6,3,23,1,0,0,0
1,4,2,6,3,18,0,0,0,0
1,5,2,6,3,19,0,0,0,0
1,6,2,6,3,21,1,0,0,0
1,7,2,6,3,21,1,0,0,0
1,8,2,6,3,24,1,0,0,0
1,9,2,6,3,33,1,0,0,0
1,10,2,6,3,55,1,0,1,0
1,11,2,6,3,58,1,0,0,0
1,12,2,6,3,56,1,0,1,0
1,13,2,6,3,45,1,0,0,0
1,14,2,6,3,53,1,0,1,0
1,15,2,6,3,52,1,0,0,0
1,16,2,6,3,48,1,0,1,0
1,17,2,6,3,47,1,0,1,0
1,18,2,6,3,52,1,0,0,0
1,19,2,6,3,50,1,0,0,0
1,20,2,6,3,48,1,0,0,0
1,21,2,6,3,42,1,0,0,0
1,22,2,6,3,40,1,0,0,0
1,23,2,6,3,39,1,0,0,0
1,0,3,6,4,35,1,0,0,0
1,1,3,6,4,32,1,0,0,0
1,2,3,6,4,28,1,0,0,0
1,3,3,6,4,24,1,0,0,0
1,4,3,6,4,17,0,0,0,0
1,5,3,6,4,17,0,0,0,0
1,6,3,6,4,18,0,0,0,0
1,7,3,6,4,21,1,0,0,0
1,8,3,6,4,26,1,0,0,0
1,9,3,6,4,37,1,0,0,0
1,10,3,6,4,48,1,0,1,0
1,11,3,6,4,51,1,0,0,0
1,12,3,6,4,52,1,0,1,0
1,13,3,6,4,48,1,0,0,0
1,14,3,6,4,47,1,0,1,0
1,15,3,6,4,50,1,0,0,0
1,16,3,6,4,46,1,0,1,0
1,17,3,6,4,47,1,0,1,0
1,18,3,6,4,43,1,0,0,0
1,19,3,6,4,43,1,0,0,0
1,20,3,6,4,43,1,0,0,0
1,21,3,6,4,41,1,0,0,0
1,22,3,6,4,38,1,0,0,0
1,23,3,6,4,33,1,0,0,0
1,0,4,6,5,31,1,0,0,0
1,1,4,6,5,27,1,0,0,0
1,2,4,6,5,25,1,0,0,0
1,3,4,6,5,19,0,0,0,0
1,4,4,6,5,14,0,0,0,0
1,5,4,6,5,18,0,0,0,0
1,6,4,6,5,17,0,0,0,0
1,7,4,6,5,21,1,0,0,0
1,8,4,6,5,21,1,0,0,0
1,9,4,6,5,24,1,0,0,0
1,10,4,6,5,29,1,0,1,0
1,11,4,6,5,29,1,0,0,0
1,12,4,6,5,28,1,0,1,0
1,13,4,6,5,26,1,0,0,0
1,14,4,6,5,32,1,0,1,0
1,15,4,6,5,28,1,0,0,0
1,16,4,6,5,25,1,0,1,0
1,17,4,6,5,27,1,0,1,0
1,18,4,6,5,32,1,0,0,0
1,19,4,6,5,28,1,0,0,0
1,20,4,6,5,29,1,0,0,0
1,21,4,6,5,27,1,0,0,0
1,22,4,6,5,29,1,0,0,0
1,23,4,6,5,27,1,0,0,0
1,0,5,6,6,27,1,0,0,0
1,1,5,6,6,22,1,0,0,0
1,2,5,6,6,18,0,0,0,0
1,3,5,6,6,13,0,0,0,0
1,4,5,6,6,12,0,0,0,0
1,5,5,6,6,13,0,0,0,0
1,6,5,6,6,11,0,0,0,0
1,7,5,6,6,18,0,0,0,0
1,8,5,6,6,20,0,0,0,0
1,9,5,6,6,19,0,0,0,0
1,10,5,6,6,28,1,0,1,0
1,11,5,6,6,26,1,0,0,0
1,12,5,6,6,25,1,0,1,0
1,13,5,6,6,26,1,0,0,0
1,14,5,6,6,27,1,0,1,0
1,15,5,6,6,23,1,0,0,0
1,16,5,6,6,28,1,0,1,0
1,17,5,6,6,28,1,0,1,0
1,18,5,6,6,30,1,0,0,0
1,19,5,6,6,30,1,0,0,0
1,20,5,6,6,32,1,0,0,0
1,21,5,6,6,35,1,0,0,0
1,22,5,6,6,32,1,0,0,0
1,23,5,6,6,33,1,0,0,0
1,0,6,6,0,30,1,0,0,0
1,1,6,6,0,28,1,0,0,0
1,2,6,6,0,26,1,0,0,0
1,3,6,6,0,21,1,0,0,0
1,4,6,6,0,19,0,0,0,0
1,5,6,6,0,21,1,0,0,0
1,6,6,6,0,20,0,0,0,0
1,7,6,6,0,27,1,0,0,0
1,8,6,6,0,33,1,0,0,0
1,9,6,6,0,30,1,0,0,0
1,10,6,6,0,52,1,0,1,0
1,11,6,6,0,56,1,0,0,0
1,12,6,6,0,57,1,0,1,0
1,13,6,6,0,49,1,0,0,0
1,14,6,6,0,56,1,0,1,0
1,15,6,6,0,53,1,0,0,0
1,16,6,6,0,48,1,0,1,0
1,17,6,6,0,50,1,0,1,0
1,18,6,6,0,53,1,0,0,0
1,19,6,6,0,57,1,0,0,0
1,20,6,6,0,50,1,0,0,0
1,21,6,6,0,49,1,0,0,0
1,22,6,6,0,45,1,0,0,0
1,23,6,6,0,41,1,0,0,0
1,0,7,6,1,39,1,0,0,0
1,1,7,6,1,30,1,0,0,0
1,2,7,6,1,31,1,0,0,0
1,3,7,6,1,25,1,0,0,0
1,4,7,6,1,23,1,0,0,0
1,5,7,6,1,17,0,0,0,0
1,6,7,6,1,22,1,0,0,0
1,7,7,6,1,27,1,0,0,0
1,8,7,6,1,26,1,0,0,0
1,9,7,6,1,34,1,0,0,0
1,10,7,6,1,42,1,0,1,0
1,11,7,6,1,47,1,0,0,0
1,12,7,6,1,54,1,0,1,0
1,13,7,6,1,46,1,0,0,0
1,14,7,6,1,52,1,0,1,0
1,15,7,6,1,51,1,0,0,0
1,16,7,6,1,53,1,0,1,0
1,17,7,6,1,52,1,0,1,0
1,18,7,6,1,58,1,0,0,0
1,19,7,6,1,53,1,0,0,0
1,20,7,6,1,54,1,0,0,0
1,21,7,6,1,48,1,0,0,0
1,22,7,6,1,46,1,0,0,0
1,23,7,6,1,46,1,0,0,0
1,0,8,6,2,42,1,0,0,0
1,1,8,6,2,34,1,0,0,0
1,2,8,6,2,30,1,0,0,0
1,3,8,6,2,23,1,0,0,0
1,4,8,6,2,19,0,0,0,0
1,5,8,6,2,18,0,0,0,0
1,6,8,6,2,22,1,0,0,0
1,7,8,6,2,25,1,0,0,0
1,8,8,6,2,29,1,0,0,0
1,9,8,6,2,38,1,0,0,0
1,10,8,6,2,53,1,0,1,0
1,11,8,6,2,57,1,0,0,0
1,12,8,6,2,59,1,0,1,0
1,13,8,6,2,50,1,0,0,0
1,14,8,6,2,60,1,0,1,0
1,15,8,6,2,55,1,0,0,0
1,16,8,6,2,53,1,0,1,0
1,17,8,6,2,55,1,0,1,0
1,18,8,6,2,51,1,0,0,0
1,19,8,6,2,52,1,0,0,0
1,20,8,6,2,52,1,0,0,0
1,21,8,6,2,50,1,0,0,0
1,22,8,6,2,47,1,0,0,0
1,23,8,6,2,45,1,0,0,0
1,0,9,6,3,35,1,0,0,0
1,1,9,6,3,33,1,0,0,0
1,2,9,6,3,32,1,0,0,0
1,3,9,6,3,24,1,0,0,0
1,4,9,6,3,17,0,0,0,0
1,5,9,6,3,20,0,0,0,0
1,6,9,6,3,20,0,0,0,0
1,7,9,6,3,23,1,0,0,0
1,8,9,6,3,28,1,0,0,0
1,9,9,6,3,32,1,0,0,0
1,10,9,6,3,44,1,0,1,0
1,11,9,6,3,46,1,0,0,0
1,12,9,6,3,50,1,0,1,0
1,13,9,6,3,43,1,0,0,0
1,14,9,6,3,52,1,0,1,0
1,15,9,6,3,49,1,0,0,0
1,16,9,6,3,53,1,0,1,0
1,17,9,6,3,47,1,0,1,0
1,18,9,6,3,49,1,0,0,0
1,19,9,6,3,53,1,0,0,0
1,20,9,6,3,50,1,0,0,0
1,21,9,6,3,46,1,0,0,0
1,22,9,6,3,42,1,0,0,0
1,23,9,6,3,40,1,0,0,0
1,0,10,6,4,39,1,0,0,0
1,1,10,6,4,35,1,0,0,0
1,2,10,6,4,29,1,0,0,0
1,3,10,6,4,20,0,0,0,0
1,4,10,6,4,22,1,0,0,0
1,5,10,6,4,19,0,0,0,0
1,6,10,6,4,23,1,0,0,0
1,7,10,6,4,22,1,0,0,0
1,8,10,6,4,22,1,0,0,0
1,9,10,6,4,32,1,0,0,0
1,10,10,6,4,40,1,0,1,0
1,11,10,6,4,49,1,0,0,0
1,12,10,6,4,43,1,0,1,0
1,13,10,6,4,45,1,0,0,0
1,14,10,6,4,48,1,0,1,0
1,15,10,6,4,45,1,0,0,0
1,16,10,6,4,44,1,0,1,0
1,17,10,6,4,43,1,0,1,0
1,18,10,6,4,40,1,0,0,0
1,19,10,6,4,41,1,0,0,0
1,20,10,6,4,41,1,0,0,0
1,21,10,6,4,40,1,0,0,0
1,22,10,6,4,36,1,0,0,0
1,23,10,6,4,33,1,0,0,0
1,0,11,6,5,31,1,0,0,0
1,1,11,6,5,32,1,0,0,0
1,2,11,6,5,26,1,0,0,0
1,3,11,6,5,18,0,0,0,0
1,4,11,6,5,16,0,0,0,0
1,5,11,6,5,15,0,0,0,0
1,6,11,6,5,12,0,0,0,0
1,7,11,6,5,17,0,0,0,0
1,8,11,6,5,19,0,0,0,0
1,9,11,6,5,25,1,0,0,0
1,10,11,6,5,26,1,0,1,0
1,11,11,6,5,29,1,0,0,0
1,12,11,6,5,27,1,0,1,0
1,13,11,6,5,26,1,0,0,0
1,14,11,6,5,25,1,0,1,0
1,15,11,6,5,23,1,0,0,0
1,16,11,6,5,26,1,0,1,0
1,17,11,6,5,24,1,0,1,0
1,18,11,6,5,28,1,0,0,0
1,19,11,6,5,31,1,0,0,0
1,20,11,6,5,31,1,0,0,0
1,21,11,6,5,31,1,0,0,0
1,22,11,6,5,31,1,0,0,0
1,23,11,6,5,27,1,0,0,0
1,0,12,6,6,25,1,0,0,0
1,1,12,6,6,17,0,0,0,0
1,2,12,6,6,18,0,0,0,0
1,3,12,6,6,15,0,0,0,0
1,4,12,6,6,17,0,0,0,0
1,5,12,6,6,15,0,0,0,0
1,6,12,6,6,15,0,0,0,0
1,7,12,6,6,19,0,0,0,0
1,8,12,6,6,18,0,0,0,0
1,9,12,6,6,21,1,0,0,0
1,10,12,6,6,29,1,0,1,0
1,11,12,6,6,25,1,0,0,0
1,12,12,6,6,28,1,0,1,0
1,13,12,6,6,25,1,0,0,0
1,14,12,6,6,28,1,0,1,0
1,15,12,6,6,26,1,0,0,0
1,16,12,6,6,23,1,0,1,0
1,17,12,6,6,27,1,0,1,0
1,18,12,6,6,29,1,0,0,0
1,19,12,6,6,32,1,0,0,0
1,20,12,6,6,32,1,0,0,0
1,21,12,6,6,30,1,0,0,0
1,22,12,6,6,33,1,0,0,0
1,23,12,6,6,32,1,0,0,0
1,0,13,6,0,25,1,0,0,0
1,1,13,6,0,23,1,0,0,0
1,2,13,6,0,18,0,0,0,0
1,3,13,6,0,15,0,0,0,0
1,4,13,6,0,16,0,0,0,0
1,5,13,6,0,16,0,0,0,0
1,6,13,6,0,18,0,0,0,0
1,7,13,6,0,22,1,0,0,0
1,8,13,6,0,23,1,0,0,0
1,9,13,6,0,33,1,0,0,0
1,10,13,6,0,56,1,0,1,0
1,11,13,6,0,56,1,0,0,0
1,12,13,6,0,58,1,0,1,0
1,13,13,6,0,52,1,0,0,0
1,14,13,6,0,57,1,0,1,0
1,15,13,6,0,54,1,0,0,0
1,16,13,6,0,50,1,0,1,0
1,17,13,6,0,53,1,0,1,0
1,18,13,6,0,56,1,0,0,0
1,19,13,6,0,53,1,0,0,0
1,20,13,6,0,53,1,0,0,0
1,21,13,6,0,46,1,0,0,0
1,22,13,6,0,41,1,0,0,0
1,23,13,6,0,44,1,0,0,0
1,0,14,6,1,38,1,0,0,0
1,1,14,6,1,34,1,0,0,0
1,2,14,6,1,27,1,0,0,0
1,3,14,6,1,23,1,0,0,0
1,4,14,6,1,21,1,0,0,0
1,5,14,6,1,21,1,0,0,0
1,6,14,6,1,22,1,0,0,0
1,7,14,6,1,25,1,0,0,0
1,8,14,6,1,25,1,0,0,0
1,9,14,6,1,35,1,0,0,0
1,10,14,6,1,43,1,0,1,0
1,11,14,6,1,54,1,0,0,0
1,12,14,6,1,56,1,0,1,0
1,13,14,6,1,44,1,0,0,0
1,14,14,6,1,53,1,0,1,0
1,15,14,6,1,49,1,0,0,0
1,16,14,6,1,46,1,0,1,0
1,17,14,6,1,46,1,0,1,0
1,18,14,6,1,51,1,0,0,0
1,19,14,6,1,49,1,0,0,0
1,20,14,6,1,54,1,0,0,0
1,21,14,6,1,47,1,0,0,0
1,22,14,6,1,42,1,0,0,0
1,23,14,6,1,42,1,0,0,0
1,0,15,6,2,37,1,0,0,0
1,1,15,6,2,33,1,0,0,0
1,2,15,6,2,27,1,0,0,0
1,3,15,6,2,22,1,0,0,0
1,4,15,6,2,20,0,0,0,0
1,5,15,6,2,21,1,0,0,0
1,6,15,6,2,19,0,0,0,0
1,7,15,6,2,26,1,0,0,0
1,8,15,6,2,25,1,0,0,0
1,9,15,6,2,32,1,0,0,0
1,10,15,6,2,43,1,0,1,0
1,11,15,6,2,46,1,0,0,0
1,12,15,6,2,49,1,0,1,0
1,13,15,6,2,47,1,0,0,0
1,14,15,6,2,50,1,0,1,0
1,15,15,6,2,53,1,0,0,0
1,16,15,6,2,46,1,0,1,0
1,17,15,6,2,45,1,0,1,0
1,18,15,6,2,48,1,0,0,0
1,19,15,6,2,52,1,0,0,0
1,20,15,6,2,50,1,0,0,0
1,21,15,6,2,44,1,0,0,0
1,22,15,6,2,39,1,0,0,0
1,23,15,6,2,40,1,0,0,0
1,0,16,6,3,39,1,0,0,0
1,1,16,6,3,30,1,0,0,0
1,2,16,6,3,28,1,0,0,0
1,3,16,6,3,25,1,0,0,0
1,4,16,6,3,24,1,0,0,0
1,5,16,6,3,18,0,0,0,0
1,6,16,6,3,19,0,0,0,0
1,7,16,6,3,29,1,0,0,0
1,8,16,6,3,27,1,0,0,0
1,9,16,6,3,30,1,0,0,0
1,10,16,6,3,59,1,0,1,0
1,11,16,6,3,64,1,0,0,0
1,12,16,6,3,60,1,0,1,0
1,13,16,6,3,52,1,0,0,0
1,14,16,6,3,55,1,0,1,0
1,15,16,6,3,56,1,0,0,0
1,16,16,6,3,49,1,0,1,0
1,17,16,6,3,51,1,0,1,0
1,18,16,6,3,54,1,0,0,0
1,19,16,6,3,53,1,0,0,0
1,20,16,6,3,52,1,0,0,0
1,21,16,6,3,47,1,0,0,0
1,22,16,6,3,44,1,0,0,0
1,23,16,6,3,48,1,0,0,0
1,0,17,6,4,46,1,0,0,0
1,1,17,6,4,32,1,0,0,0
1,2,17,6,4,31,1,0,0,0
1,3,17,6,4,25,1,0,0,0
1,4,17,6,4,18,0,0,0,0
1,5,17,6,4,18,0,0,0,0
1,6,17,6,4,23,1,0,0,0
1,7,17,6,4,25,1,0,0,0
1,8,17,6,4,27,1,0,0,0
1,9,17,6,4,30,1,0,0,0
1,10,17,6,4,39,1,0,1,0
1,11,17,6,4,48,1,0,0,0
1,12,17,6,4,50,1,0,1,0
1,13,17,6,4,44,1,0,0,0
1,14,17,6,4,55,1,0,1,0
1,15,17,6,4,50,1,0,0,0
1,16,17,6,4,44,1,0,1,0
1,17,17,6,4,44,1,0,1,0
1,18,17,6,4,48,1,0,0,0
1,19,17,6,4,54,1,0,0,0
1,20,17,6,4,58,1,0,0,0
1,21,17,6,4,41,1,0,0,0
1,22,17,6,4,41,1,0,0,0
1,23,17,6,4,42,1,0,0,0
1,0,18,6,5,37,1,0,0,0
1,1,18,6,5,33,1,0,0,0
1,2,18,6,5,27,1,0,0,0
1,3,18,6,5,20,0,0,0,0
1,4,18,6,5,22,1,0,0,0
1,5,18,6,5,16,0,0,0,0
1,6,18,6,5,16,0,0,0,0
1,7,18,6,5,16,0,0,0,0
1,8,18,6,5,22,1,0,0,0
1,9,18,6,5,25,1,0,0,0
1,10,18,6,5,36,1,0,1,0
1,11,18,6,5,42,1,0,0,0
1,12,18,6,5,41,1,0,1,0
1,13,18,6,5,36,1,0,0,0
1,14,18,6,5,32,1,0,1,0
1,15,18,6,5,31,1,0,0,0
1,16,18,6,5,31,1,0,1,0
1,17,18,6,5,30,1,0,1,0
1,18,18,6,5,35,1,0,0,0
1,19,18,6,5,34,1,0,0,0
1,20,18,6,5,35,1,0,0,0
1,21,18,6,5,32,1,0,0,0
1,22,18,6,5,37,1,0,0,0
1,23,18,6,5,33,1,0,0,0
1,0,19,6,6,30,1,0,0,0
1,1,19,6,6,26,1,0,0,0
1,2,19,6,6,19,0,0,0,0
1,3,19,6,6,19,0,0,0,0
1,4,19,6,6,13,0,0,0,0
1,5,19,6,6,15,0,0,0,0
1,6,19,6,6,17,0,0,0,0
1,7,19,6,6,17,0,0,0,0
1,8,19,6,6,19,0,0,0,0
1,9,19,6,6,23,1,0,0,0
1,10,19,6,6,25,1,0,1,0
1,11,19,6,6,27,1,0,0,0
1,12,19,6,6,31,1,0,1,0
1,13,19,6,6,26,1,0,0,0
1,14,19,6,6,29,1,0,1,0
1,15,19,6,6,31,1,0,0,0
1,16,19,6,6,24,1,0,1,0
1,17,19,6,6,30,1,0,1,0
1,18,19,6,6,29,1,0,0,0
1,19,19,6,6,33,1,0,0,0
1,20,19,6,6,31,1,0,0,0
1,21,19,6,6,30,1,0,0,0
1,22,19,6,6,35,1,0,0,0
1,23,19,6,6,34,1,0,0,0
1,0,20,6,0,31,1,0,0,0
1,1,20,6,0,25,1,0,0,0
1,2,20,6,0,18,0,0,0,0
1,3,20,6,0,16,0,0,0,0
1,4,20,6,0,16,0,0,0,0
1,5,20,6,0,19,0,0,0,0
1,6,20,6,0,17,0,0,0,0
1,7,20,6,0,20,0,0,0,0
1,8,20,6,0,24,1,0,0,0
1,9,20,6,0,35,1,0,0,0
1,10,20,6,0,62,1,0,1,0
1,11,20,6,0,70,1,0,0,0
1,12,20,6,0,64,1,0,1,0
1,13,20,6,0,59,1,0,0,0
1,14,20,6,0,59,1,0,1,0
1,15,20,6,0,58,1,0,0,0
1,16,20,6,0,58,1,0,1,0
1,17,20,6,0,59,1,0,1,0
1,18,20,6,0,57,1,0,0,0
1,19,20,6,0,62,1,0,0,0
1,20,20,6,0,60,1,0,0,0
1,21,20,6,0,54,1,0,0,0
1,22,20,6,0,49,1,0,0,0
1,23,20,6,0,52,1,0,0,0
1,0,21,6,1,41,1,0,0,0
1,1,21,6,1,36,1,0,0,0
1,2,21,6,1,33,1,0,0,0
1,3,21,6,1,26,1,0,0,0
1,4,21,6,1,25,1,0,0,0
1,5,21,6,1,22,1,0,0,0
1,6,21,6,1,25,1,0,0,0
1,7,21,6,1,29,1,0,0,0
1,8,21,6,1,33,1,0,0,0
1,9,21,6,1,40,1,0,0,0
1,10,21,6,1,49,1,0,1,0
1,11,21,6,1,61,1,0,0,0
1,12,21,6,1,60,1,0,1,0
1,13,21,6,1,60,1,0,0,0
1,14,21,6,1,59,1,0,1,0
1,15,21,6,1,57,1,0,0,0
1,16,21,6,1,57,1,0,1,0
1,17,21,6,1,51,1,0,1,0
1,18,21,6,1,60,1,0,0,0
1,19,21,6,1,59,1,0,0,0
1,20,21,6,1,58,1,0,0,0
1,21,21,6,1,49,1,0,0,0
1,22,21,6,1,51,1,0,0,0
1,23,21,6,1,48,1,0,0,0
1,0,22,6,2,45,1,0,0,0
1,1,22,6,2,38,1,0,0,0
1,2,22,6,2,32,1,0,0,0
1,3,22,6,2,26,1,0,0,0
1,4,22,6,2,22,1,0,0,0
1,5,22,6,2,20,0,0,0,0
1,6,22,6,2,22,1,0,0,0
1,7,22,6,2,29,1,0,0,0
1,8,22,6,2,33,1,0,0,0
1,9,22,6,2,38,1,0,0,0
1,10,22,6,2,45,1,0,1,0
1,11,22,6,2,55,1,0,0,0
1,12,22,6,2,54,1,0,1,0
1,13,22,6,2,51,1,0,0,0
1,14,22,6,2,53,1,0,1,0
1,15,22,6,2,52,1,0,0,0
1,16,22,6,2,53,1,0,1,0
1,17,22,6,2,58,1,0,1,0
1,18,22,6,2,51,1,0,0,0
